0.153894737,4.06496246,32.3606316,63.9518768,70.2037536,87.0488739
0.154035028,4.07750197,97.3388957,62.9498028,69.6249803,86.8249014
0.154243022,4.08752271,214.114844,62.6247729,70.3522711,89.332949
0.154186848,4.1050869,297.953312,61.0913098,70.5245655,88.9930478
0.154218078,4.11,363.378385,61.3564191,71.2564191,90.4910477
0.154880309,4.15525282,523.820263,65.7116588,78.6116588,97.5591306
0.155423535,4.19823575,577.209839,67.9294299,81.5176733,107.453051
0.156592779,4.28613177,848.109432,71.0688629,91.3297023,118.842401
0.157134631,4.31541874,978.970485,74.3066536,95.7775905,128.138431
0.158165265,4.41662952,1698.94011,79.8913651,104.12897,135.64624
0.15827282,4.45783381,1473.53277,84.1718038,104.871804,127.996449
0.15821,4.45214545,1504.21778,84.0145454,106.206909,132.812364
0.1565295,4.3320625,2153.541,78.9168724,104.612499,133.143126
0.156129837,4.27429229,2315.80602,78.416242,101.016702,133.7
0.156215538,4.25202102,2788.29686,80.1160069,100.2,137.769282
0.156338839,4.24802046,2027.52967,77.5,101.623888,127.061432
0.155881239,4.2580412,1452.72454,79.8319488,102,122.777339
0.155483956,4.19550446,1233.7693,74.8372598,97.9690289,119.765134
0.154555153,4.13150391,640.639331,73.5,95.3834636,105.801921
0.154463448,4.12810342,360.05807,65.4776127,80.7379781,94.8207153
0.154953077,4.14624832,221.025811,63.6,73.3379194,94.9497987
0.155011131,4.15,324.977435,64.4144901,74.7620212,94.5855099
0.154926509,4.15,427.65893,66.1514717,77.6680357,97.421287
0.155114421,4.18,454.801773,69.9593528,81.920712,105.515922
0.156428862,4.16354428,417.07021,71.1227859,84.4860792,103.120249
0.155847685,4.21961603,240.143565,69.4730661,84.7442405,100.111519
0.155837771,4.26316031,192.040768,69.2170992,81.6668694,97.3958773
0.15605946,4.28662164,155.499638,70.0310818,80.9168918,98.2297309
0.157458044,4.31499467,212.278372,74.1991477,82.482996,102.83241
0.156827952,4.33670459,249.000014,78.2573959,86.8926257,104.117615
0.157294724,4.39023822,275.114498,79.6535733,89.290877,104.451191
0.157948808,4.42518133,273.107362,78.2051824,89.6,106.262693
0.15831085,4.44682903,448.74423,77.8158548,89.5158548,107.946323
0.158461223,4.45843526,569.744485,78.6435256,91.9462242,107.52518
0.157057773,4.26889071,985.445651,76.0815393,87.6963571,107.755546
0.155804485,4.2,828.870157,74.0736582,87.5440306,98.5769439
0.156363469,4.1742587,449.905343,69.5955876,81.479501,95.068457
0.154788421,4.06407204,98.3556018,67.2936308,74.9578961,87.5479247
0.154068958,4.04267322,80.8533997,64.3876163,72.1009824,92.7312048
0.154123683,4.07473653,97.7256285,62.2631737,70.050015,85.8711229
0.154010722,4.06259026,58.4525205,62,68.9295129,82.6108309
0.154696774,4.08617683,87.4091144,60.3421339,68.8,86.4882932
0.153653425,4.05,148.646923,62,71.7,87.0863037
0.153278487,3.98848519,105.862647,60.242434,69.942434,86.5606085
0.153744102,3.96765862,37.3369175,61,69.7,87.1180516
0.154116651,4.01425024,76.9306197,61,71.3815093,87.1114995
0.154504832,4.04661237,107.001432,61.798371,70.7129212,87.6322473
0.156325595,4.27476874,468.598757,72.1965866,79.0907494,95.8197131
0.155931276,4.33384692,520.123674,73.3974487,79.3,93.4461232
0.156473685,4.39397136,504.85165,71.7009547,76.6913844,93.9196181
0.157062926,4.39098403,265.2106,72.4015966,76.3098403,90.3936136
0.156722385,4.36288988,210.725937,73.4036706,76.3,88.8252283
0.156326173,4.25368726,71.6478729,73.3170366,78.115637,100.962548
0.156021538,4.25,180.040572,72.5810968,81.7575913,95.8766883
0.155753983,4.24742121,346.350441,68.7633233,78.3,95.3289394
0.155274459,4.19503314,393.608588,67.6838857,77.3838857,95.5664457
0.15497361,4.19,321.572809,67.6,78.2156796,96.6072476
0.154474192,4.11679875,394.460017,65.8614702,76.4699687,91.4844107
0.154018542,4.06428241,128.662564,63.9627317,72.8254635,85.6053249
0.153943452,4.00517873,59.9348002,59.3229299,66.2869231,85.2827376
0.153501749,3.99086976,52.2352954,58.9,65.7,80.8261832
0.153113303,3.94438201,31.2615429,57.1665162,64.7876401,80.673708
0.153089117,3.94,40.977059,57,65.6116959,85.1673101
0.15281669,3.92177936,93.719963,57,66.611032,84.688968
0.153172355,3.91089632,189.022993,57.9103681,67.5193313,86.8759202
0.153228194,3.91,231.250656,58,69.4194082,90.7388165
0.154057227,3.96454241,756.77631,59.7271763,72.2362165,98.0996094
0.157161925,4.41903729,1226.8319,77.3037286,96.9829156,119.714578
0.15632918,4.36581612,805.550636,75.6841771,90.6591601,110.762724
0.155761728,4.32390397,801.611552,72.8830378,85.6684764,100.154072
0.155097845,4.19497955,321.708919,64.989632,72.6995911,91.2497955
0.154871054,4.14501275,409.32868,64.000255,71.7902295,87.0611731
0.154238625,4.09504595,401.706358,60.4834921,68.1935839,84.5321136
0.153621966,4.0271108,263.961525,59.2015829,66.0930075,82.5930075
0.153290674,3.99306741,177.191692,57.394269,65.0920222,83.7466297
0.152192588,3.90209805,180.129027,54.4944124,63.1944124,79.599315
0.151813282,3.873167,60.4348992,55.2049901,63.1,80.5627635
0.151904065,3.84318692,47.1976916,54.4956075,63.1,79.8956075
0.152563036,3.88465528,32.8499316,56.9900061,66.5831117,90.6958878
0.155289624,4.08237796,283.723798,62.9822275,81.057571,104.84468
0.155967697,4.16123598,472.078749,65.8713494,84.2823044,105.75618
0.157063254,4.20559143,605.889791,68.780379,88.1591434,110.515865
0.157839651,4.3244229,1148.83562,75.6653739,92.2769159,113.243453
0.156897655,4.40228396,1684.90069,74.2141978,90.9169758,111.170681
0.154539962,4.2288381,843.12042,63.8369499,77.4207603,96.939043
0.154021932,4.12402243,601.44232,60.055729,72.8725825,93.9155047
0.153066727,4.0082727,180.576397,58.7,68.7245448,90.6481811
0.152639915,3.96475382,76.4760011,57.8188454,67.6188454,83.7032251
